date,headline,content,url,source,country,primary_agenda,primary_category,political_categories,cultural_categories,political_score,cultural_score
2024-12-10,90-åring med luftpistol skjuts till döds av polis,Drönarattack i Svarta havet Nordkoreanska elittrupper tillbaka från Ryssland i uppvisning Slår ner vid ukrainska bostadshus Smällar från i ryska Saratov Lastbilen med djuren välte – jakten i Mississippi Värdinnans mardröm i USA • 4 000 liter Svarar på frågan efter Andrew blivit exprins Ena handen upptagen – så slutar dramat Kan bära tolv Poseidonrobotar Marscherar genom populära målet • ”Skrämmande” Kaotiska scenerna efter knivattacken 2 döda • 14 skadade • 2 000 skott avlossade Se när polisen griper in Bilderna från Japan väcker frågor Filmen på ukrainska specialoperation Se den slående imitationen av presidenten Föreställer karikatyr av sig själv,https://www.expressen.se/tv/nyheter/varlden/90-aring-med-luftpistol-skjuts-till-dods-av-polis,Expressen,sweden,cultural,arts,,arts,0,2
2024-12-08,Kristersson försvarar privata festen på Harpsund,"Uppdaterad 16.19 | Publicerad 15.01 Statsminister Ulf Kristersson ser inget problem med att hans dotter hade en privat fest med sin studentförening på Harpsund. Det säger han till TT. – Jag blev lite förvånad över all uppståndelse, säger han. Aftonbladet rapporterade förra veckan att Ulf Kristerssons dotter hade en privat kickoff för sin studentförening på Harpsund år 2023. Nu uttalar sig statsministern om händelsen. – Jag är som alla vet anvisad två bostäder av säkerhetsskäl, en i Sagerska i Stockholm och en i Harpsund i Sörmland, säger Kristersson till TT. – Där lever vi våra liv och våra barn är välkomna där jag lever mitt liv och deras vänner är också välkomna. Han säger också att han ”naturligtvis” var på Harpsund under tillställningen. ”Statsministern fick en fråga om han var på på plats under det tillfälle som Aftonbladet skrev om förra veckan och svarade ja på det”, skriver Ulf Kristerssons biträdande presschef Hanna Strömberg i en kommentar till Aftonbladet. Vid Aftonbladets publicering förra veckan ville Kristersson själv inte svara på några frågor kring festen, utan hänvisade via sin presstjänst till regeringskansliet. ”Det finns inte några riktlinjer som reglerar hur statsministern och dennes familj får nyttja Harpsund”, skrev regeringskansliets presstjänst i ett svar. Samtidigt har röster både inom Moderaterna och den politiska oppositionen varit starkt kritiska till hur Harpsund nyttjats. Även SvD har rapporterat att Kristerssons svägerska firade sin 70-årsdag på herrgården förra sommaren. Statsministern säger till TT att han är lite förvånad över uppståndelsen kring händelserna. – Det är märkligt och historielöst. Det är väldigt många saker som hänt på Harpsund genom decennierna.",https://www.aftonbladet.se/nyheter/a/jQVz09/ulf-kristersson-forsvarar-kick-off-pa-harpsund,Aftonbladet,sweden,political,governance,"governance,parties,defense",youth_culture,4,1
2024-12-08,Kvinna död och man skadad i Västerås,"Hörde skriken och sprang dit Elisabeth Thand Ringqvist om jämförelsen med Hatt Elisabeth Thand Ringqvist om regeringsfrågan ”Gud i himmelens helvete!” Revanschen: ”Stå så här och nöta” Misstogs för lärare – reaktionerna från klasskompisarna Halloweenkostymen som ger kalla kårar Bilderna inifrån kaoset – vadar genom avloppsvatten Hör entreprenörens reaktion på domen Expressen firar Halloween på Liseberg En död i Klippan • Polisens teori Andra skjutningen i staden – på en månad ""Inte fritt tillträde längre"" ""Inte fritt tillträde längre"" Europols jättemanöver i svenska skärgården Rekordkuppen i Malmö • ”Vi har mått ganska dåligt” Polisens film • Här slutar flykten",https://www.expressen.se/tv/nyheter/sverige/kvinna-dod-och-man-skadad-i-vasteras/,Expressen,sweden,political,governance,"governance,foreign_policy",arts,2,1
2024-11-30,Riksbanken lämnar räntan oförändrad,"Riksbanken lämnar som väntat styrräntan oförändrad på 1,75 procent. ”Räntan väntas ligga kvar på denna nivå under en tid framöver”, skriver man i ett pressmeddelande. Enligt Riksbankens senaste räntebana – som publicerades i samband med räntebeskedet i september – kommer styrräntan ligga kvar på dagens nivå hela nästa år för att troligen höjas med 0,25 procentenheter till 2,00 procent 2027. I sitt pressmeddelande på onsdagen skriver Riksbanken att denna räntebana fortsatt gäller.",https://www.svd.se/a/VzOPp1/riksbanken-lamnar-rantan-oforandrad,SvD,sweden,unclassified,,,,0,0
2024-11-23,Javascript är avstängt,"EU-länderna är överens om att till 2040 minska utsläppen med 90 procent, jämfört med år 1990. Uppgörelsen innehåller ökade möjligheter att räkna in klimatsatsningar i länder utanför Europa. Flera länder har även velat minska klimatambitionerna. – Det har varit ett väldigt starkt ekonomiskt fokus kopplade till klimatmålen, säger SVT:s Europakorrespondent Niklas Svensson. Efter långa förhandlingar har EU:s medlemsländer nu enats om klimatmål till 2040. EU-kommissionen lade fram förslaget om att minska utsläppen till 2040 med 90 procent jämfört med 1990 redan i somras. – Från Sveriges sida har det varit väldigt viktigt att vi kommer överens om ett mål på 90 procent som är bindande för unionen, och det har vi fått, säger Sveriges klimatminister Romina Pourmokhtari (L) under onsdagen i Bryssel. Medlemsländerna har dock varit oense om detaljerna för målet. Flera länder har varit kritiska och velat att EU ska bromsa sina ambitioner för klimatet. – Det man gjort för att öka flexibiliteten är en ökad användning av internationella utsläppskrediter vilket innebär att EU-länder kan investera i länder utanför EU för att få ner utsläppen där och kunna tillgodoräkna sig dem, säger SVT:s Europakorrespondent Niklas Svensson. Klimatfrågan är en ökande konflikt inom EU, säger Niklas Svensson. Enligt honom finns det två olika syner bland medlemsländerna om hur klimatarbetet bör skötas inom unionen. Länder som bland annat Polen och Ungern har tryckt på den ekonomiska aspekten och menar att klimatmålen är för ambitiösa och riskerar att minska Europas konkurrenskraft på en internationell marknad. – Andra länder som Sverige har velat ha tydliga mål och långsiktighet för näringslivet så att investerare ska våga satsa på den gröna omställningen och att det kommer skapa tillväxt och konkurrenskraft om man gör omställningen ordentligt och håller i den, säger Niklas Svensson. – Det är ett europeiskt faktum att klimatåtgärder har varit positiva för vår ekonomiska tillväxt och våra industrier, sa",https://www.svt.se/nyheter/utrikes/eu-enat-om-klimatmal-till-2040,SVT,sweden,political,governance,"governance,foreign_policy,economy",work_culture,3,1
2024-11-21,DEBATT: Turkiet är ett paradis för svenska gängkriminella,"Turkiet tjänar pengar på svenska gängkriminella och struntar i hur många ungdomar som mördas i Sverige. Hur många unga svenskar ska behöva mista sitt liv innan justitieminister Gunnar Strömmer talar klarspråk till sin turkiske kollega? skriver Pierre Schori och Kurdo Baksi. Ljuduppspelningen är AI-genererad. Felaktigheter kan förekomma. Detta är en debattartikel. Det är skribenten som står för åsikterna i texten. DEBATT. Statsminister Ulf Kristersson har deklarerat att Sverige inte har kontroll över våldet. Många av ledarna och hjärnorna bakom den svenska gängkriminaliteten har flytt utomlands, och vissa även fått skydd. Enligt Polismyndigheten befinner sig nu 800 gängkriminella i utlandet och bedriver därifrån grovt organiserad brottslighet riktad mot vårt land. Det är dessa utlandsbaserade gängledare som nu också rekryterar pojkar mellan 13–16 år. En ljusglimt är att den svenska polisen på senare tid har lyckats hämta hem ett antal gängkriminella från ett par samarbetsvilliga länder. Så kunde till exempel ledaren för det tongivande kriminella Dalennätverket nyligen gripas i Mexiko och överlämnas till svensk polis. Irak utlämnade i oktober en känd gängkriminell – Poya Shafie greps på Arlanda. Sammanlagt har 30 gängkriminella kunnat överföras till Sverige. Nu måste också de övriga 770 svenska gängkriminella utlämnas till Sverige. Flera av de viktigaste av dessa finns i Turkiet. Men Turkiet har konsekvent ignorerat svenska utlämningskrav. Landets attityd framstår som absurd med tanke på att landets president Erdogan under processen för svenskt medlemskap i Nato gång på gång krävde att Sverige skulle utlämna upp mot 130 svensk-kurder och svensk-turkar, som mestadels är journalister, författare och akademiker, till Turkiet. De turkiska makthavarna är måna om att frihetsberöva oliktänkande men när det gäller gängkriminella gör de ingenting. Deras icke-agerande har gjort Turkiet till ett paradis för gängkriminella. De turkiska makthavarna tjänar pengar på denna kriminell",https://www.expressen.se/debatt/debatt-turkiet-ar-ett-paradis-for-svenska-gangkriminella/,Expressen,sweden,cultural,arts,"governance,foreign_policy","arts,youth_culture",2,2
2024-11-16,Slår mot specialstyrkan – på en oljeplattform,Filmen visar skottdramat i Ohio Nordkoreanska elittrupper tillbaka från Ryssland i uppvisning Slår ner vid ukrainska bostadshus Smällar från i ryska Saratov Lastbilen med djuren välte – jakten i Mississippi Värdinnans mardröm i USA • 4 000 liter Svarar på frågan efter Andrew blivit exprins Ena handen upptagen – så slutar dramat Kan bära tolv Poseidonrobotar Marscherar genom populära målet • ”Skrämmande” Kaotiska scenerna efter knivattacken 2 döda • 14 skadade • 2 000 skott avlossade Se när polisen griper in Bilderna från Japan väcker frågor Filmen på ukrainska specialoperation Se den slående imitationen av presidenten Föreställer karikatyr av sig själv,https://www.expressen.se/tv/nyheter/varlden/slar-mot-specialstyrkan-pa-en-oljeplattform/,Expressen,sweden,cultural,arts,,arts,0,1
2024-10-31,Expert: Fick kämpa hårt för urvattnad kompromiss,"TT chevron-right Publicerad 12.06 EU-ländernas beslut om nya klimatmål blev en urvattnad kompromiss, anser klimatforskaren Naghmeh Nasiritousi. – Men det är ändå ett viktigt steg för att EU ska ha någon sorts trovärdighet på klimatmötet nästa vecka, säger hon. Bara dagar innan FN:s klimattoppmöte drar igång i Brasilien lyckades EU-länderna enas om ett nytt klimatmål efter långa förhandlingar. Utsläppen ska minskas med 90 procent till 2040 jämfört med 1990, vilket är vad EU-kommissionen hade föreslagit. Men uppgörelsen innehåller också detaljer som gör det lättare för länderna att nå målet. – De fick kämpa hårt för en kompromiss som har urvattnat kommissionens förslag, konstaterar Naghmeh Nasiritousi, som är forskare på Linköpings universitet och Utrikespolitiska institutet. Till exempel tillåts länderna att tillgodoräkna sig klimatinvesteringar de gör i länder utanför EU, i stället för på hemmaplan. 5 procentenheter av de 90 procenten ska kunna vara sådana investeringar, och upp till 10 procentenheter på sikt. – Man låter andra minska utsläppen för Europas räkning, säger Nasiritousi. En annan del i överenskommelsen är att införandet av det som på EU-språk kallas ETS2 skjuts upp med ett år till 2028. Det handlar om att utsläpp från transporter och byggnader ska in i EU:s utsläppshandelssystem. – Det är ju också en urvattning och lite oklart hur EU nu har tänkt sig att nå sitt 2030-mål, säger Naghmeh Nasiritousi. Många befarar att det kommer att bli dyrare att värma upp hus och köpa bensin när utsläppshandeln utökas, och det är främst EU-länder i östra och södra Europa som har kämpat emot de nya klimatmålen. – Det är ju ett oroligt omvärldsläge som påverkar hur länder ser på klimatomställningen. En del länder är fast i fossilberoende och har svårt att ställa om, säger Nasiritousi. Förhandlarna på COP30 i Brasilien har länge gått och väntat på att EU ska skicka in sin klimatplan (NDC). EU missade först en deadline i februari och sedan ytterligare en i september, men nu",https://www.aftonbladet.se/nyheter/a/JbPblP/expert-fick-kampa-hart-for-urvattnad-kompromiss,Aftonbladet,sweden,cultural,arts,foreign_policy,"arts,sports",1,3
2024-10-24,”Vi var tvungna – vi är så fattiga”,"En utskrift från Dagens Nyheter, 2025-11-05 12:11 Artikelns ursprungsadress: https://www.dn.se/varlden/vi-var-tvungna-vi-ar-sa-fattiga/ CONCEPCION, FILIPPINERNA. Som tonåring var Maria själv ett offer i våldtäktsindustrin – men polisen lyckades aldrig hitta henne. Nu riskerar hon livstids fängelse för att ha sålt övergrepp på sina barn och syskon till män från väst. Är du redan prenumerant, logga in för att fortsätta läsa. För dig som bara vill läsa DN. Passa på – 0 kr fram till 1 feb, sedan endast 85 kr/mån i 6 mån. Därefter 169 kr/mån. Ingen bindningstid, säg upp enkelt när du vill. För dig som bara vill läsa DN. Passa på – 0 kr fram till 1 feb, sedan endast 85 kr/mån i 6 mån. Därefter 169 kr/mån. Ingen bindningstid, säg upp enkelt när du vill.",https://www.dn.se/varlden/vi-var-tvungna-vi-ar-sa-fattiga/,DN,sweden,cultural,arts,,arts,0,1
2024-10-20,SVT-profilen Micke Leijnegard döms för sexuellt ofredande,"En utskrift från Dagens Nyheter, 2025-11-05 12:12 Artikelns ursprungsadress: https://www.dn.se/kultur/svt-profilen-micke-leijnegard-doms-for-sexuellt-ofredande/ SVT-profilen Micke Leijnegard döms till böter för sexuellt ofredande för att ha pussat en kvinna på munnen två gånger, framgår av domen från Stockholms tingsrätt. Leijnegard nekar till brott. ”Vi ses i hovrätten”, skriver han i ett sms till Aftonbladet. Du vet väl att du kan skapa ett gratiskonto på DN? Som inloggad kan du ta del av flera smarta funktioner. Enligt åtalet handlade Micke Leijnegard ”på ett sätt som kunde förväntas kränka målsägandens sexuella integritet”. Handlingarna skedde på en fest i samband med inspelningen av ”Mästarnas mästare” i Spanien 2024. Profilen har varit pausad från sina publika uppdrag på SVT under rättsprocessen. Han har nekat till brott men har medgett att han pussat målsäganden på munnen en gång. Tingsrätten är enig. Påföljden blir 40 dagsböter om 750 kronor. Leijnegard ska också betala 10 000 kronor i skadestånd till målsäganden. ”Sammantaget anser tingsrätten att Michael Leijnegards agerande har haft en så tydlig sexuell inriktning eller prägel att det faller inom det straffbara området”, säger rådmannen Charlotta Hallgren i ett pressmeddelande. Den målsägandes biträde Silvia Ingolfsdottir är nöjd med domen. – Min klient är lättad över att tingsrätten markerar att det här beteendet är en allvarlig kränkning av hennes sexuella integritet och att man inte kan ta sig rätten att ofreda någon sexuellt på det här sättet utan samtycke. Det visar att mäns behov och handlingar inte står över en kvinnas självbestämmanderätt över hennes personliga och sexuella integritet, säger Ingolfsdottir. DN söker Micke Leijnegard och hans advokat. ”See you in court! Eller, på ärans och hjältarnas språk: vi ses i hovrätten”, skriver Leijnegard i ett sms till Aftonbladet. Christina Hill är programområdeschef för kultur och underhållning på SVT. Hon menar att SVT inte vidtar några nya åtgärder på g",https://www.dn.se/kultur/svt-profilen-micke-leijnegard-doms-for-sexuellt-ofredande/,DN,sweden,cultural,cultural_identity,,"cultural_identity,arts",0,2
2024-10-19,Nya regler för elsparkcyklar i Stockholm,Stockholms stad inför strängare regler för elsparkcyklar från nästa månad. Hastigheten begränsas till 20 km/h och parkering blir endast tillåten på särskilda platser...,https://example.se/stockholm/elsparkcykel-regler,news,sweden,unclassified,,,,0,0
2024-10-17,Handlarna som tjänar mest – fick ut 22 miljoner,/ Ica-handlarna fortsätter göra stora vinster och dela ut miljarder. Aftonbladet har granskat över 1 200 bolag – så här mycket tjänar din butik. check KARTA: Vinster och utdelningar – så går det för DIN Ica check TABELL: Så mycket tjänar landets största Ica-handlare,https://www.aftonbladet.se/minekonomi/a/pPJBRw/over-1200-butiker-sa-mycket-tjanar-din-ica,Aftonbladet,sweden,cultural,arts,,arts,0,1
2024-10-16,EU vill korta tågresan Stockholm–Köpenhamn till fyra timmar,"En utskrift från Dagens Nyheter, 2025-11-05 12:14 Artikelns ursprungsadress: https://www.dn.se/varlden/eu-vill-korta-tagresan-stockholm-kopenhamn-till-fyra-timmar/ En tågresa mellan Stockholm och Köpenhamn ska inte ta mer än fyra timmar om några år. Det är målet för EU-kommissionen som lägger fram en ny handlingsplan för höghastighetståg i Europa. – Det ska bli enklare att boka och billigare att åka tåg, säger EU-kommissionären Raffaele Fitto på en pressträff i Bryssel. Är du redan prenumerant, logga in för att fortsätta läsa. Läs DN +Allt 2 mån för 9 kr. Sedan för halva priset i ett halvår, endast 125 kr/mån. Därefter ord. pris 249 kr/mån. DN.se, Expressen.se, lokala nyhetssajter och mer ingår. Läs DN +Allt 2 mån för 9 kr. Sedan för halva priset i ett halvår, endast 125 kr/mån. Därefter ord. pris 249 kr/mån. DN.se, Expressen.se, lokala nyhetssajter och mer ingår.",https://www.dn.se/varlden/eu-vill-korta-tagresan-stockholm-kopenhamn-till-fyra-timmar/,DN,sweden,cultural,arts,foreign_policy,arts,1,1
2024-10-13,Varg dödade tre alpackor,"Tre alpackor på en gård i Marks kommun i Västra Götaland har dödats i ett vargangrepp. Alpackorna hittades på måndagskvällen, skriver Mark-Posten. Angreppet anmäldes till länsstyrelsen som på tisdagen besökte gården. På eftermiddagen bekräftade länsstyrelsen att det var varg som åsamkat alpackorna skadorna.",https://www.aftonbladet.se/nyheter/a/JbPEG6/varg-dodade-tre-alpackor,Aftonbladet,sweden,unclassified,,,,0,0
2024-10-03,Kvinna gripen efter brand i Helsingborg,"En kvinna har gripits efter branden i ett flerfamiljshus i Helsingborg, som ledde till att fyra personer behövde föras till sjukhus. Ljuduppspelningen är AI-genererad. Felaktigheter kan förekomma. Kvinnan, som är i 30-årsåldern, är misstänkt för grov allmänfarlig vårdslöshet. – Hon är misstänkt för att genom oaktsamhet ha orsakat en kraftig brand. Den här lägenheten ska vara helt utbränd, säger Sara Andersson, presstalesperson vid polisens ledningscentral för region Syd. Larmet om händelsen kom vid 19.40-tiden på måndagen. Från den brinnande lägenheten spreds brandrök vidare ut i trapphuset. Räddningstjänstens vakthavande har uppgett för TT att ambulanspersonal bedömde att totalt tolv personer fick i sig rök i olika grad. Detta är en nyhetsartikel. Expressen granskar, avslöjar och ger dig senaste nyheterna på ett objektivt och sakligt sätt. Mer om oss här.",https://www.expressen.se/nyheter/krim/kvinna-gripen-efter-brand-i-helsingborg/,Expressen,sweden,cultural,arts,,arts,0,1
2024-10-02,Klassisk hockeyklubb ansöker om konkurs,"/ Jonatan Pinheiro Diamant chevron-right Publicerad 2025-11-04 19.32 Det stormar i ”Vilda Väsby”. Väsby IK:s delägda bolag Väsby Hockey AB ansöker om konkurs. Väsby IK, som spelar i hockeyettan, skriver om beslutet på sin hemsida. ”Styrelsen för bolaget har idag lämnat in konkursansökan och konkursen är ett resultat av gamla skulder och avtal från tidigare verksamhetsåren flera år tillbaka i tiden”, skriver klubben. Konkursen gör inte att Väsby IK måste överge sin plats i hockeyettan. Spelarkontrakten sägs upp eftersom spelarna var anställda av Väsby Hockey AB men alla spelare erbjuds nya kontrakt med Väsby IK. Däremot tvingas sportchefen Robert Nordmark och tränaren Charlie Thermaenius lämna. André Smulter, som redan är anställd av Väsby IK, tar över som tränare. Väsby IK ligger på 16:e plats av 20 lag i hockeyettans norra serie.",https://www.aftonbladet.se/sportbladet/hockey/a/Mnx100/vasby-hockey-ab-ansoker-om-konkurs,Aftonbladet,sweden,cultural,sports,,sports,0,1
2024-09-13,Ukrainska jätteattacken – ryska hamnen i lågor,Debatten i riksdagen hettar till Drönarattack i Svarta havet Filmen visar skottdramat i Ohio Nordkoreanska elittrupper tillbaka från Ryssland i uppvisning Hörde skriken och sprang dit Kvinnans dramatiska agerande inför alla Elisabeth Thand Ringqvist om jämförelsen med Hatt Elisabeth Thand Ringqvist om regeringsfrågan Sökermed hund och helikopter • Fyra gripna Skrek ”döda mig” enligt uppgifter Slår ner vid ukrainska bostadshus Filmerna visar kaoset • ”Livsfarliga” stormfloder Brutala dådet – mitt på ljusa dagen 800 gammal byggnad kollapsade Smällar från i ryska Saratov Lastbilen med djuren välte – jakten i Mississippi Värdinnans mardröm i USA • 4 000 liter,https://www.expressen.se/tv/nyheter/ukrainska-jatteattacken-ryska-hamnen-i-lagor/,Expressen,sweden,cultural,arts,governance,arts,2,2
2024-09-13,De leder årets ”Musikhjälpen”,"Linnea Wikblad och Assia Dahir återvänder som programledare för ”Musikhjälpen” – och får sällskap av komikern Hampus Hedström. – Jag är så förbaskat stolt över att få vara med, säger han till TT. Linnea Wikblad gjorde debut i ”Musikhjälpen” 2023. Året därpå parades hon ihop med kollegan Assia Dahir som tidigare varit flygande reporter. 2025 återvänder båda två till buren som programledare. Den här gången får de även tillskott i form av komikern Hampus Hedström, känd som vinnare av ”Lets dance” 2023, och för att ha varit kräksjuk i tre veckor under inspelningen av ”Över Atlanten”. Att sitta på plats i Musikhjälpens bur tror han kommer att bli lättare att hantera.",https://www.svd.se/a/1MQ5OK/hampus-hedstrom-linnea-wikblad-och-assia-dahir-ledar-musikhjalpen-i-karlstad,SvD,sweden,unclassified,,,,0,0
2024-09-07,Micke Leijnegard döms för sexuellt ofredande,"SVT-profilen Micke Leijnegard döms för sexuellt ofredande. Rätten menar att hans agerande när han pussade en kvinnlig kollega hade en ”tydlig sexuell inriktning eller prägel”. På SVT diskuterar man nu internt profilens ”framtida uppdrag”. ”See you in court”, skriver han själv i en kommentar till Aftonbladet. Ljuduppspelningen är AI-genererad. Felaktigheter kan förekomma. Det var i september 2024 som delar av ”Mästarnas mästare”-produktionen hade en festkväll i Spanien i samband med att programmet spelades in. Kvällen hade inletts på en restaurang och avslutades sedan med en efterfest på hotellet. Det var också då, sent på kvällen, som händelsen inträffade som ledde till åtalet mot programledaren Micke Leijnegard. En kvinnlig medarbetare i produktion anklagade honom för att ha ”pussat eller försökt pussa målsäganden på munnen två gånger, den andra gången genom att ta tag i hennes kinder”, enligt åtalet. Micke Leijnegard har hela tiden förnekat brott. SVT-profilen Micke Leijnegard döms till böter för sexuellt ofredande efter en festkväll i Spanien under inspelningen av ”Mästarnas mästare”. Han ska också betala 10 000 kronor i skadestånd till målsäganden. Domen kommer att överklagas, skriver han i ett sms till Aftonbladet. SVT diskuterar nu hans ”framtida uppdrag” internt. Han dömdes på onsdagen i Stockholms tingsrätt för sexuellt ofredande till böter. Han ska också betala 10 000 kronor i skadestånd till målsäganden. ”Till stöd för att det har gått till som målsäganden har berättat har tingsrätten bland annat beaktat de sms som Michael Leijnegard har skickat till henne dagen efter händelsen”, skriver domstolen i ett pressmeddelande. – Sammantaget anser tingsrätten att Michael Leijnegards agerande har haft en så tydlig sexuell inriktning eller prägel att det faller inom det straffbara området, säger rättens ordförande, rådmannen Charlotta Hallgren, i ett uttalande. Micke Leijnegard kommer att överklaga domen, skriver han i ett sms till Aftonbladet. ”See you in court! El",https://www.expressen.se/noje/micke-leijnegard-atalad-dom-i-dag/,Expressen,sweden,unclassified,,,,0,0
2024-09-02,Veronikas chock av rävens fräcka drag,"Hörde skriken och sprang dit Elisabeth Thand Ringqvist om jämförelsen med Hatt Elisabeth Thand Ringqvist om regeringsfrågan Sökermed hund och helikopter • Fyra gripna Revanschen: ”Stå så här och nöta” Misstogs för lärare – reaktionerna från klasskompisarna Halloweenkostymen som ger kalla kårar Bilderna inifrån kaoset – vadar genom avloppsvatten Rekordnederbörden Hör entreprenörens reaktion på domen Expressen firar Halloween på Liseberg En död i Klippan • Polisens teori Andra skjutningen i staden – på en månad ""Inte fritt tillträde längre"" ""Inte fritt tillträde längre"" Europols jättemanöver i svenska skärgården Rekordkuppen i Malmö • ”Vi har mått ganska dåligt” Polisens film • Här slutar flykten",https://www.expressen.se/tv/nyheter/sverige/veronikas-chock-av-ravens-fracka-drag/,Expressen,sweden,political,governance,"governance,foreign_policy",arts,2,1
2024-08-31,Javascript är avstängt,"Förhandsfavoriten Zohran Mamdani var snabbt i ledning när rösterna började räknas i borgmästarvalet i New York i USA klockan 03.00 natten mot onsdag svensk tid. Efter endast en halvtimme stod han klar som vinnare. 34-åringen blir därmed stadens yngsta borgmästare på flera generationer – och den första muslimen på posten någonsin. Det uppmärksammade valet i staden New York har lockat många väljare till vallokalerna – och klockan 03.34 natten mot onsdag svensk tid slår nyhetsbyrån AP fast att Zohran Mamdani tagit hem borgmästartiteln. – I det här ögonblicket av politiskt mörker ska New York vara ljuset, sa Mamdani i sitt segertal, där han också Den självutnämnda demokratiska socialisten låg snabbt i ledning när vallokalerna stängde vid tre, med vallöften som gratis förskola, frysta hyror, avgiftsfria bussar och höjda skatter för de rikaste. Av sina motståndare har han kallats för kommunist och naiv, och president Donald Trump har riktat kraftig kritik mot honom. I sitt segertal riktade Mamdani en pik till Trump. – Om någon kan visa ett land förrått av Donald Trump hur man bekämpar honom, är det staden som lyfte honom, sa Mamdani. Rivalen Andrew Cuomo förlorade mot Mamdani i Demokraternas primärval i somras, och valde efter det att ställa upp i borgmästarvalet som oberoende. Han har till och med backats av Trump själv då republikanen som ställer upp i valet, Curtis Sliwa, ansetts ha minimala chanser att vinna. 34-åriga Zohran Mamdani blir stadens första muslimska borgmästare någonsin, och den yngsta på över ett sekel. Utöver borgmästarvinsten för Demokraterna i New York, kammar partiet hem viktiga guvernörsval. Abigail Spanberger vinner valet i Virginia och tar över makten efter republikanen Glenn Youngkin. Hon blir dessutom den första kvinnliga guvernören i delstaten. Samtidigt besegrar Mikie Sherrill den Trump-allierade Jack Ciattarelli i New Jersey. Mamdani tillträder som som borgmästare i New York den 1 januari 2026. Texten uppdateras Uppdaterad5 november 2025 kl 0",https://www.svt.se/nyheter/utrikes/vallokalerna-i-new-york-har-stangt,SVT,sweden,cultural,youth_culture,"elections,parties","religion,arts,youth_culture",2,4
2024-08-27,Javascript är avstängt,"Nu är det klart. Den Sunnebördige komikern och influencern Hampus Hedström blir en av tre programledare när Musikhjälpen kommer till Karlstad 1-7 december. – Det är inte bara en ära att få programleda Musikhjälpen, det är också en pojkdröm som blir sann, säger Hampus Hedström i ett pressmeddelande. Den 1 december kommer Hampus tillsammans med P3-profilerna Assia Dahir och Linnea Wikblad gå in i en glasbur på Stora torget i Karlstad och vara inlåsta där i en vecka. Pontus Bjernekull Mörner blir torgreporter och årets resande reporter är Love Lyssarides. Varje år har samlar Musikhjälpen in pengar till ett särskilt tema, i år är det: ”Alla barn har rätt att gå i skolan”. Uppdaterad5 november 2025 kl 09:43 Publicerad5 november 2025 kl 07:10 SVT:s nyheter ska stå för saklighet och opartiskhet. Det vi publicerar ska vara sant och relevant. Vid akuta nyhetslägen kan det vara svårt att få alla fakta bekräftade, då ska vi berätta vad vi vet – och inte vet. Läs mer om hur vi arbetar.",https://www.svt.se/nyheter/lokalt/varmland/hampus-hedstrom-programleder-musikhjalpen,SVT,sweden,cultural,arts,parties,arts,1,1
2024-08-25,Japan sätter in soldater mot björnattackerna,"Efter de omkring 100 björnattacker som skett framför allt i norra Japan skickar regeringen nu soldater för att skydda bybor i de mest drabbade områdena. Soldaterna ska inte skjuta björnar, utan hjälpa till med att sätta upp fällor och att transportera av jägare och döda björnar i prefekturet Akita skriver AP. Sedan i april har minst 12 personer dödats i björnattacker. Det rör sig bland annat om svampplockare och andra som rört sig i markerna. Björnarna antas ta sig till befolkade områden i takt med avfolkningen av den japanska landsbygden. När de fått smak för övergivna odlingar återkommer de hela tiden, och den åldrade befolkningen har svårt att hålla ned björnstammen.",https://www.dn.se/direkt/2025-11-05/japan-satter-in-soldater-mot-bjornattackerna/,DN,sweden,cultural,sports,governance,sports,1,1
2024-08-24,Akut säkerhetsmöte efter drönarlarmen i Belgien,"Belgiens premiärminister Bart De Wever kallar till ett akut regeringsmöte efter de upprepade drönarlarmen. Tisdagskvällens drönarlarm fick flera flygplatser i Belgien att stänga i flera omgångar. Trafiken på Brysselflygplatsen Zaventem står fortsatt delvis still på onsdagen. Bryssels främsta flygplats Zaventem varnar för fortsatta förseningar och inställda flyg ”av säkerhetsskäl” under dagen. Mötet i regeringens säkerhetsråd hålls på torsdagsmorgonen efter förfrågan från landets inrikesminister. Även i helgen kom rapporter om oidentifierade drönare över Belgien, bland annat nära en militärbas där USA förvarar kärnvapen. Försvarsminister Theo Francken sade då att flygningarna sannolikt var en ”spionerioperation” med syftet att destabilisera. TT-AP",https://www.dn.se/direkt/2025-11-05/akut-sakerhetsmote-efter-dronarlarmen-i-belgien/,DN,sweden,political,governance,"governance,defense",arts,3,1
2024-08-15,Fusk med reapriser ”väldigt allvarligt”,"Civilministern Erik Slottner (KD), öppnar för skärpta åtgärder mot butiker som fuskar med reapriser. – Det här är ett helt oacceptabelt beteende, säger han. Flera butiker höjer sina priser i god tid före reaperioder för att sedan kunna skylta med rabatter, menar prisjämförelsesajten Prisjakt. På så sätt rundas prisinformationslagen. Ministern Erik Slottner (KD), som ansvarar för konsumentfrågor håller med Sveriges konsumenter som menar att lagstiftningen sätts ur spel av butikerna och att det handlar om prismanipulation",https://www.svd.se/a/lw8zRG/ministern-om-reafusket-missbruk-av-lagen,SvD,sweden,political,governance,governance,,1,0
